h;0.001953125;0.00390625;0.0078125;0.015625;0.03125;0.0625;0.125;0.25;0.5;1
0.001953125;0;0.068611661;0.105192169;0.141479649;0.162725485;0.183042878;0.20181167;0.210269384;0.216764504;0.22472648
0.00390625;0.068611661;0;0.055236481;0.083197814;0.100067021;0.117567561;0.133476571;0.141328303;0.147039846;0.157741851
0.0078125;0.105192169;0.055236481;0;0.039611198;0.057126269;0.069434833;0.082020869;0.087676896;0.093182074;0.108444781
0.015625;0.141479649;0.083197814;0.039611198;0;0.026684376;0.037899956;0.047871955;0.053021736;0.0572279;0.075159408
0.03125;0.162725485;0.100067021;0.057126269;0.026684376;0;0.016173615;0.024668086;0.02935956;0.033371432;0.05385822
0.0625;0.183042878;0.117567561;0.069434833;0.037899956;0.016173615;0;0.010426425;0.014414106;0.018438179;0.043308713
0.125;0.20181167;0.133476571;0.082020869;0.047871955;0.024668086;0.010426425;0;0.005333168;0.008502562;0.036859482
0.25;0.210269384;0.141328303;0.087676896;0.053021736;0.02935956;0.014414106;0.005333168;0;0.003718514;0.033702534
0.5;0.216764504;0.147039846;0.093182074;0.0572279;0.033371432;0.018438179;0.008502562;0.003718514;0;0.030175506
1;0.22472648;0.157741851;0.108444781;0.075159408;0.05385822;0.043308713;0.036859482;0.033702534;0.030175506;0
