h;0.001953125;0.00390625;0.0078125;0.015625;0.03125;0.0625;0.125;0.25;0.5;1
0.001953125;0;0.071239327;0.108637439;0.135486929;0.16634706;0.181474807;0.191451031;0.202090394;0.207316315;0.218780693
0.00390625;0.071239327;0;0.055603661;0.083767601;0.104362604;0.11833979;0.127804891;0.136410545;0.141856327;0.156702365
0.0078125;0.108637439;0.055603661;0;0.043762117;0.061180697;0.071090851;0.079276083;0.08640632;0.090369153;0.104221772
0.015625;0.135486929;0.083767601;0.043762117;0;0.029830393;0.040426429;0.048041042;0.053915259;0.056959453;0.071985398
0.03125;0.16634706;0.104362604;0.061180697;0.029830393;0;0.015220157;0.022559359;0.027926751;0.031819567;0.05131796
0.0625;0.181474807;0.11833979;0.071090851;0.040426429;0.015220157;0;0.00975507;0.014309106;0.017977312;0.040325732
0.125;0.191451031;0.127804891;0.079276083;0.048041042;0.022559359;0.00975507;0;0.005596501;0.00861735;0.033356669
0.25;0.202090394;0.136410545;0.08640632;0.053915259;0.027926751;0.014309106;0.005596501;0;0.00346821;0.03010811
0.5;0.207316315;0.141856327;0.090369153;0.056959453;0.031819567;0.017977312;0.00861735;0.00346821;0;0.02760625
1;0.218780693;0.156702365;0.104221772;0.071985398;0.05131796;0.040325732;0.033356669;0.03010811;0.02760625;0
