h;0.001953125;0.00390625;0.0078125;0.015625;0.03125;0.0625;0.125;0.25;0.5;1
0.001953125;0;0.000246735;0.00035153;0.000399193;0.000427787;0.000441254;0.000450273;0.000458047;0.00046784;0.000471383
0.00390625;0.000246735;0;0.000204914;0.000292504;0.000341736;0.000373831;0.00038924;0.00040588;0.000412873;0.000426543
0.0078125;0.00035153;0.000204914;0;0.000194985;0.000283809;0.000320331;0.000352072;0.000368821;0.000384165;0.000400793
0.015625;0.000399193;0.000292504;0.000194985;0;0.000180087;0.000250817;0.000303305;0.000327282;0.000340146;0.000360574
0.03125;0.000427787;0.000341736;0.000283809;0.000180087;0;0.000155176;0.000229011;0.000264726;0.000288588;0.000317214
0.0625;0.000441254;0.000373831;0.000320331;0.000250817;0.000155176;0;0.000143644;0.000204908;0.000245013;0.000281193
0.125;0.000450273;0.00038924;0.000352072;0.000303305;0.000229011;0.000143644;0;0.000121275;0.000194261;0.000248913
0.25;0.000458047;0.00040588;0.000368821;0.000327282;0.000264726;0.000204908;0.000121275;0;0.000121038;0.000198831
0.5;0.00046784;0.000412873;0.000384165;0.000340146;0.000288588;0.000245013;0.000194261;0.000121038;0;0.000130951
1;0.000471383;0.000426543;0.000400793;0.000360574;0.000317214;0.000281193;0.000248913;0.000198831;0.000130951;0
