h;0.001953125;0.00390625;0.0078125;0.015625;0.03125;0.0625;0.125;0.25;0.5;1
0.001953125;0;0.143675894;0.26149938;0.392842638;0.485634481;0.532369406;0.545725084;0.494992259;0.351990433;0.250326716
0.00390625;0.143675894;0;0.168474487;0.271642772;0.356212085;0.398998402;0.411065869;0.37380421;0.29478589;0.287402583
0.0078125;0.26149938;0.168474487;0;0.17616869;0.253562979;0.283229194;0.30216333;0.278544929;0.266425725;0.364937002
0.015625;0.392842638;0.271642772;0.17616869;0;0.168663498;0.189267678;0.202573691;0.199590677;0.266660361;0.446399005
0.03125;0.485634481;0.356212085;0.253562979;0.168663498;0;0.151813281;0.1611328;0.176235655;0.2770251;0.521423248
0.0625;0.532369406;0.398998402;0.283229194;0.189267678;0.151813281;0;0.125771152;0.135565188;0.270941982;0.550642416
0.125;0.545725084;0.411065869;0.30216333;0.202573691;0.1611328;0.125771152;0;0.091736844;0.252158366;0.544085974
0.25;0.494992259;0.37380421;0.278544929;0.199590677;0.176235655;0.135565188;0.091736844;0;0.180985163;0.489918266
0.5;0.351990433;0.29478589;0.266425725;0.266660361;0.2770251;0.270941982;0.252158366;0.180985163;0;0.367475751
1;0.250326716;0.287402583;0.364937002;0.446399005;0.521423248;0.550642416;0.544085974;0.489918266;0.367475751;0
